x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.052802979946136475,-0.0890539288520813,-0.033891458828179566,-0.09275156259536743,-0.14409810304641724,-0.06746957527491304,-0.11508417129516602,-0.16623127460479736,-0.09701234923693391,-0.09973329305648804,-0.14727813005447388,-0.1213765375504181,0.029757201671600342,-0.24661403894424438,-0.05565042870136949,-0.08348363637924194,-0.22101426124572754,-0.09085857199522707,-0.08957022428512573,-0.17473435401916504,-0.11499047355744096,-0.05924290418624878,-0.17071908712387085,-0.1316510521063492,0.0489882230758667,-0.18545180559158325,-0.060628858227460114,-0.08597904443740845,-0.15396356582641602,-0.08476306574436876,-0.0788729190826416,-0.12435376644134521,-0.09079556243511888,-0.046141088008880615,-0.12948709726333618,-0.09842325823399278,0.05204200744628906,-0.1125219464302063,-0.0690723367223427,-0.07557958364486694,-0.08580714464187622,-0.0888455294260666,-0.0711594820022583,-0.0654292106628418,-0.07864131109806749,-0.04293924570083618,-0.0687066912651062,-0.07319223212095949,0.04267841577529907,-0.03907102346420288,-0.08244042174908373,-0.05180203914642334,-0.025291502475738525,-0.0949337862620041,-0.05143165588378906,-0.016993224620819092,-0.08714531438442918,-0.030315756797790527,-0.022060275077819824,-0.08051404433342668,Rock
0.0,0.0,0.0,-0.044420719146728516,-0.08231359720230103,-0.02385183230822463,-0.075206458568573,-0.14446884393692017,-0.05176276893203635,-0.09807723760604858,-0.16950613260269165,-0.0765191893357553,-0.0878140926361084,-0.1489974856376648,-0.09615520940010924,0.04037851095199585,-0.24730288982391357,-0.04699288115685363,-0.06662440299987793,-0.2239820957183838,-0.07819249288027663,-0.07047069072723389,-0.17783957719802856,-0.09645146683638472,-0.04229271411895752,-0.1740279197692871,-0.10881399915402312,0.060337066650390625,-0.19046032428741455,-0.054662799395970296,-0.06915456056594849,-0.15610474348068237,-0.07783615396206756,-0.059347569942474365,-0.12126857042312622,-0.08023584441130538,-0.028696119785308838,-0.12847787141799927,-0.0833606924194612,0.06509906053543091,-0.1199677586555481,-0.06484569416230102,-0.05979031324386597,-0.0896269679069519,-0.07939767644589324,-0.051616668701171875,-0.06422954797744751,-0.06498981074278731,-0.02558910846710205,-0.06778532266616821,-0.05674858943407912,0.05638474225997925,-0.04606974124908447,-0.07911670015042205,-0.0396309494972229,-0.03225654363632202,-0.08924237445776839,-0.03185456991195679,-0.021631360054016113,-0.08070622936671157,-0.005276024341583252,-0.026707828044891357,-0.07311133847420592,Rock
0.0,0.0,0.0,-0.0474933385848999,-0.07899796962738037,-0.024871138074672672,-0.08250755071640015,-0.14404338598251343,-0.05255426202086255,-0.10833561420440674,-0.17528629302978516,-0.07642528522876546,-0.09557771682739258,-0.16302424669265747,-0.09461782980827138,0.03085911273956299,-0.25419116020202637,-0.046451782026565525,-0.07535374164581299,-0.23107266426086426,-0.07866162169841573,-0.07733350992202759,-0.18768388032913208,-0.09955570954946324,-0.048691511154174805,-0.18499755859375,-0.11346962411073491,0.04854023456573486,-0.19884222745895386,-0.05266368869808957,-0.08027487993240356,-0.1631808876991272,-0.0752897347894077,-0.06755566596984863,-0.13178324699401855,-0.07833721596864507,-0.03548097610473633,-0.13849151134490967,-0.08175045359996602,0.051905155181884766,-0.12773656845092773,-0.06166214976576612,-0.07082396745681763,-0.09670776128768921,-0.07602526355651662,-0.059707045555114746,-0.07381331920623779,-0.061080892720497104,-0.03215813636779785,-0.0760493278503418,-0.05186479274300382,0.04227179288864136,-0.053126394748687744,-0.07494492191938207,-0.05107617378234863,-0.04027283191680908,-0.08664870370296285,-0.04034966230392456,-0.030718505382537842,-0.07889715690282628,-0.012226521968841553,-0.0355074405670166,-0.07082806635764882,Rock
0.0,0.0,0.0,-0.04628032445907593,-0.08383768796920776,-0.023716527075407612,-0.07941955327987671,-0.14206135272979736,-0.05419038705611001,-0.10314083099365234,-0.1662001609802246,-0.08063785828733216,-0.09443223476409912,-0.15603291988372803,-0.10245893992566835,0.03410977125167847,-0.24686110019683838,-0.0594130466141678,-0.07148706912994385,-0.2258647084236145,-0.08977510131978761,-0.07461756467819214,-0.182578444480896,-0.10684271253728639,-0.04761803150177002,-0.17961901426315308,-0.11900718607091676,0.054195523262023926,-0.18822836875915527,-0.06708319582128297,-0.07505673170089722,-0.15440380573272705,-0.08850758619689714,-0.06516450643539429,-0.12772154808044434,-0.08872620113277208,-0.03530228137969971,-0.13499337434768677,-0.0922482619442917,0.057608604431152344,-0.11593085527420044,-0.07624491401099931,-0.06655073165893555,-0.08676636219024658,-0.08820646353149186,-0.05919283628463745,-0.06987112760543823,-0.0703865448393799,-0.03361940383911133,-0.07274872064590454,-0.061817084477183926,0.04811602830886841,-0.04143047332763672,-0.08931229360484849,-0.04771846532821655,-0.0285835862159729,-0.09993776775979768,-0.038696229457855225,-0.025464534759521484,-0.0908071631946541,-0.011175096035003662,-0.03345131874084473,-0.08354611046695481,Rock
0.0,0.0,0.0,-0.04089075326919556,-0.07626461982727051,-0.0264179286601518,-0.07033908367156982,-0.13662266731262207,-0.05482248301231607,-0.09066635370254517,-0.1640714406967163,-0.07958750138604387,-0.07501399517059326,-0.1508082151412964,-0.0987965510281299,0.04917311668395996,-0.2449600100517273,-0.04519079709970697,-0.05548447370529175,-0.22252023220062256,-0.07874741862141832,-0.05902582406997681,-0.1753496527671814,-0.100235958495972,-0.030957341194152832,-0.17145103216171265,-0.1147059024366115,0.07033312320709229,-0.19024008512496948,-0.05101167867505296,-0.057937443256378174,-0.15893059968948364,-0.07619807581031068,-0.05062758922576904,-0.12116962671279907,-0.080192674795029,-0.01968628168106079,-0.1281214952468872,-0.08375266651236757,0.07502108812332153,-0.12188941240310669,-0.05997884730422243,-0.048156917095184326,-0.09449446201324463,-0.07607903043353303,-0.043684542179107666,-0.06944423913955688,-0.06127902949774011,-0.019091427326202393,-0.07277196645736694,-0.052066155621645294,0.06571018695831299,-0.04996609687805176,-0.07334176907860979,-0.028646886348724365,-0.037905752658843994,-0.08509046296202882,-0.02189016342163086,-0.02748405933380127,-0.07715918580615266,0.00409466028213501,-0.031528592109680176,-0.06914828429543718,Rock
0.0,0.0,0.0,-0.044980525970458984,-0.07970082759857178,-0.024079339128405763,-0.07870745658874512,-0.1456175446510315,-0.0498247011717865,-0.10350650548934937,-0.18054676055908203,-0.07207658283081742,-0.09535259008407593,-0.1772308349609375,-0.08820695571270676,0.02866208553314209,-0.25744783878326416,-0.041830537390382005,-0.07295465469360352,-0.24548399448394775,-0.07305548481312485,-0.07555323839187622,-0.2032288908958435,-0.09214655451145859,-0.04745250940322876,-0.1976015567779541,-0.1047171070393631,0.046684324741363525,-0.2066696286201477,-0.047780522626311495,-0.08027416467666626,-0.17879295349121094,-0.07130236319866867,-0.067085862159729,-0.1453196406364441,-0.07584558568564148,-0.03344142436981201,-0.1501949429512024,-0.07985031745997162,0.05085635185241699,-0.13872140645980835,-0.05650419883099289,-0.07207900285720825,-0.10932093858718872,-0.07103497676220627,-0.059529125690460205,-0.08593517541885376,-0.05756299711433144,-0.02978450059890747,-0.08965110778808594,-0.04950248218742104,0.04129129648208618,-0.0664796233177185,-0.06943425677386017,-0.05479419231414795,-0.05284738540649414,-0.08128465108242722,-0.04303032159805298,-0.04143613576889038,-0.07477518312302323,-0.012044847011566162,-0.04603171348571777,-0.06758273534146042,Rock
0.0,0.0,0.0,-0.048348188400268555,-0.07922869920730591,-0.022267354348315394,-0.08061331510543823,-0.14001256227493286,-0.04752518578769127,-0.10423749685287476,-0.16884225606918335,-0.06956749379040161,-0.09518980979919434,-0.17490702867507935,-0.08574787496925751,0.027383625507354736,-0.26126766204833984,-0.041619222307218706,-0.0762413740158081,-0.24868744611740112,-0.07134608148933808,-0.0783805251121521,-0.19923758506774902,-0.08888910680414597,-0.04936850070953369,-0.19202464818954468,-0.10087658434511582,0.047760009765625,-0.21413308382034302,-0.0478511226117746,-0.07860559225082397,-0.18595504760742188,-0.07078734009863297,-0.06939506530761719,-0.14846360683441162,-0.07385721772314469,-0.03888791799545288,-0.15103840827941895,-0.07757711380125443,0.05220872163772583,-0.1495654582977295,-0.0565704216003553,-0.06897908449172974,-0.12098973989486694,-0.0705513578593866,-0.06251412630081177,-0.09367793798446655,-0.05585370554925362,-0.037345707416534424,-0.09516805410385132,-0.04789871319533745,0.043113887310028076,-0.07893550395965576,-0.06913288652302185,-0.05010366439819336,-0.06520408391952515,-0.08133768259884278,-0.042353034019470215,-0.05218219757080078,-0.07520604103208939,-0.015505611896514893,-0.055934786796569824,-0.06877681582571427,Rock
0.0,0.0,0.0,-0.047070086002349854,-0.0837509036064148,-0.02030254146086463,-0.07950180768966675,-0.1465957760810852,-0.04579250505196342,-0.1027522087097168,-0.17647188901901245,-0.06945025539027938,-0.08988475799560547,-0.17221730947494507,-0.08765919124709853,0.03240996599197388,-0.262783944606781,-0.039574041869514076,-0.07440447807312012,-0.2483055591583252,-0.07279975330459365,-0.07626378536224365,-0.19813108444213867,-0.09325024848806152,-0.04734379053115845,-0.1892717480659485,-0.10636307662355193,0.04854691028594971,-0.21112728118896484,-0.04794698571788558,-0.079803466796875,-0.18212831020355225,-0.0750417224131752,-0.06890326738357544,-0.14513391256332397,-0.079575758334272,-0.03741246461868286,-0.14597272872924805,-0.08287468170749435,0.05045229196548462,-0.14542144536972046,-0.05910634612666854,-0.07191050052642822,-0.1185958981513977,-0.07835343098270187,-0.06156951189041138,-0.0910414457321167,-0.0664156413637329,-0.03357440233230591,-0.09111493825912476,-0.058135904278628914,0.03969770669937134,-0.07396072149276733,-0.0736826918088127,-0.05339229106903076,-0.06177014112472534,-0.0871155149303604,-0.04308497905731201,-0.04811716079711914,-0.08099208390342483,-0.013358116149902344,-0.05074155330657959,-0.07380385315047988,Rock
0.0,0.0,0.0,-0.051268696784973145,-0.08386385440826416,-0.01977969242378208,-0.08460408449172974,-0.14658617973327637,-0.04449563941105339,-0.10955297946929932,-0.17993897199630737,-0.06739918982728454,-0.10458788275718689,-0.18035262823104858,-0.08483664041503403,0.021039187908172607,-0.2694423198699951,-0.03860340362533066,-0.08491683006286621,-0.2582302689552307,-0.07128366178019974,-0.0874558687210083,-0.20605289936065674,-0.08997740691646072,-0.05856430530548096,-0.19742101430892944,-0.10162300711616012,0.0386197566986084,-0.22087401151657104,-0.04707159197076294,-0.08917832374572754,-0.1944105625152588,-0.07343000268681976,-0.08159524202346802,-0.1524072289466858,-0.07653046494468185,-0.05149710178375244,-0.15167933702468872,-0.07858670598014328,0.041889190673828125,-0.1571027636528015,-0.05834014808877441,-0.08116614818572998,-0.13090133666992188,-0.07738559043153259,-0.07407629489898682,-0.0990723967552185,-0.0648019099806163,-0.046914100646972656,-0.09888160228729248,-0.05599183311804268,0.032763004302978516,-0.08723253011703491,-0.07294148301824066,-0.06294316053390503,-0.0772174596786499,-0.08535030579312775,-0.05544734001159668,-0.06044948101043701,-0.07832082456096146,-0.027549147605895996,-0.06075477600097656,-0.07051276510699722,Rock
0.0,0.0,0.0,-0.04856020212173462,-0.08637094497680664,-0.017130088808016808,-0.08030092716217041,-0.15081787109375,-0.0427841346729565,-0.10458964109420776,-0.18149274587631226,-0.0673192989099789,-0.0936393141746521,-0.1808164119720459,-0.08622696511633876,0.03258824348449707,-0.2726576328277588,-0.04012226574309352,-0.07343971729278564,-0.2572566270828247,-0.07176123075373653,-0.07466137409210205,-0.20251041650772095,-0.0889204245079327,-0.04534494876861572,-0.19637411832809448,-0.10042526833899501,0.050282061100006104,-0.22227680683135986,-0.05140730999596599,-0.0783964991569519,-0.1916823387145996,-0.07845074199326518,-0.06777334213256836,-0.15016430616378784,-0.08033904694207195,-0.03591322898864746,-0.15308624505996704,-0.08225996308215144,0.05324661731719971,-0.15694200992584229,-0.06509761773236278,-0.07056140899658203,-0.1283411979675293,-0.08343685679324153,-0.0612565279006958,-0.0957496166229248,-0.06820106767304424,-0.03217589855194092,-0.09811705350875854,-0.05892376490123752,0.0440632700920105,-0.08551526069641113,-0.08206286542304042,-0.05215650796890259,-0.07298141717910767,-0.09459006302245143,-0.043660879135131836,-0.05582541227340698,-0.08671228848584178,-0.014559388160705566,-0.05894345045089722,-0.07919682078249934,Rock
